key,trades,profit_mean,profit_mean_pct,profit_total_abs,profit_total,profit_total_pct,duration_avg,wins,draws,losses,winrate,cagr,expectancy,expectancy_ratio,sortino,sharpe,calmar,sqn,profit_factor,max_drawdown_account,max_drawdown_abs,period
ADA/USDT:USDT,353,0.006914923687500678,0.69,48.68945053,0.4868945053,48.69,1:08:00,252,0,101,0.7138810198300283,0.49510927789969705,0.13793045475920668,0.09343797937486542,1.9022144605570273,1.930710476772074,16.252682056088556,1.9336,1.3265703635576986,0.15898412661448913,19.26446336,2025-01-01 00:00:00 to 2025-12-27 10:00:00
AVAX/USDT:USDT,335,0.007716933283675966,0.77,46.523628509999995,0.4652362850999999,46.52,1:06:00,237,0,98,0.7074626865671642,0.4730311744429321,0.1388765030149252,0.1135760300687203,2.1231355420775144,2.134076358479684,31.7883690144549,2.1938,1.38824459258185,0.07766927742430396,9.855990009999992,2025-01-01 00:00:00 to 2025-12-27 10:00:00
XRP/USDT:USDT,373,0.0023637799647955107,0.24,17.62385735,0.17623857350000002,17.62,1:38:00,258,0,115,0.6916890080428955,0.1788933571872393,0.04724894731903484,0.034822850057507404,0.7312161106219092,0.7432082716686166,7.831777128138585,0.7242,1.112947157143046,0.11942206602480301,15.744258099999996,2025-01-01 00:00:00 to 2025-12-27 10:00:00
BNB/USDT:USDT,360,0.0011556722265130693,0.12,8.053998360000001,0.08053998360000002,8.05,2:14:00,240,0,120,0.6666666666666666,0.08170310361084598,0.02237221766666664,0.023661737973119434,0.413850334688636,0.4424428157712867,2.989467031957803,0.4388,1.0709852139193585,0.14297552500412802,15.36497315,2025-01-01 00:00:00 to 2025-12-27 10:00:00
BTC/USDT:USDT,356,-0.0007074410981206393,-0.07,-5.807822910000002,-0.058078229100000024,-5.81,2:28:00,236,0,120,0.6629213483146067,-0.0588606547265772,-0.016314109297752788,-0.017895207064136165,-0.3148865393400394,-0.3422666537420105,-2.005062700232326,-0.3413,0.9469108857097298,0.1537196330363418,16.02385513000001,2025-01-01 00:00:00 to 2025-12-27 10:00:00
DOGE/USDT:USDT,309,0.016296888969544766,1.63,124150.06636147999,1241.5006636147998,124150.07,1:09:00,229,0,80,0.7411003236245954,1370.7436909796265,401.780150037152,0.42212586753707537,2.3750530775171277,2.6829960622444267,18812.959807343756,2.8714,2.630461163361954,0.3502142069059673,20487.85006073,2025-01-01 00:00:00 to 2025-12-27 10:00:00
ETC/USDT:USDT,267,0.017410662238599023,1.74,123800.04102349,1238.0004102349,123800.04,1:00:00,213,0,54,0.797752808988764,1366.8257518421472,463.6705656310489,0.5492295226740447,2.9691195772598995,2.937975092722869,29657.809866409712,3.3817,3.7156348621105546,0.22152647831819355,14967.1371966,2025-01-01 00:00:00 to 2025-12-27 10:00:00
FIL/USDT:USDT,291,0.015256066046263176,1.53,111703.43183108,1117.0343183108,111703.43,1:12:00,214,0,77,0.7353951890034365,1231.5223098338522,383.86059048481104,0.18615806016187997,0.7886231925054863,1.1779431473181123,18174.652489609514,1.2989,1.7035324091832083,0.3261702389965026,53821.8508572,2025-01-01 00:00:00 to 2025-12-27 10:00:00
LINK/USDT:USDT,307,0.018398377408680906,1.84,98837.79453035998,988.3779453035999,98837.79,0:56:00,241,0,66,0.7850162866449512,1087.8410312320168,321.94721345394134,0.2367794086355135,1.1986509513735724,1.9096797212858618,12390.0138921808,2.0504,2.1013830068348884,0.42334573040605034,40069.24675905,2025-01-01 00:00:00 to 2025-12-27 10:00:00
ATOM/USDT:USDT,240,0.018297818893546213,1.83,92343.19487981,923.4319487981,92343.19,1:06:00,187,0,53,0.7791666666666667,1015.4070156779692,384.76331199920844,0.27550990036073175,1.2456975623551112,1.737165845174935,9022.936575256717,2.1086,2.2475920016335023,0.5431264121890733,26965.699245079995,2025-01-01 00:00:00 to 2025-12-27 10:00:00
ETH/USDT:USDT,386,0.006556678612438888,0.66,86088.37599883,860.8837599883,86088.38,1:42:00,279,0,107,0.7227979274611399,945.7140412067187,223.0268808259845,0.20361166605865644,1.6960336972775238,2.04696629376922,2091.387013854085,1.9607,1.7345243280246854,2.184510012842649,22240.36691556,2025-01-01 00:00:00 to 2025-12-27 10:00:00
LTC/USDT:USDT,304,0.012618381287329488,1.26,75408.39965256001,754.0839965256001,75408.4,1:06:00,222,0,82,0.7302631578947368,826.8800596176407,248.05394622552618,0.2665560997559535,1.1485371930856232,1.7111906765042677,15754.225487404246,1.8463,1.9882079795830467,0.25401923186491643,25711.90370904999,2025-01-01 00:00:00 to 2025-12-27 10:00:00
ADA/USDT:USDT,352,0.006877778569714921,0.69,66477.9354289,664.779354289,66477.94,1:09:00,251,0,101,0.7130681818181818,727.6907301387809,188.8577711048295,0.1472693173417754,0.9468139362926583,1.311375787879347,12360.319429823734,1.3152,1.5132554426168812,0.2854248361008388,23626.810229849994,2025-01-01 00:00:00 to 2025-12-27 10:00:00
SOL/USDT:USDT,414,0.007253806734881517,0.73,40145.550415670004,401.45550415670004,40145.55,1:23:00,302,0,112,0.7294685990338164,436.4158425354542,96.96992854026564,0.07186344469324224,0.4461766543880825,0.7074730513160157,1980.760859916879,0.6544,1.2656380902053777,1.075596307023847,67287.90362316,2025-01-01 00:00:00 to 2025-12-27 10:00:00
AVAX/USDT:USDT,333,0.0077603169658472205,0.78,22389.21427178,223.89214271780003,22389.21,1:06:00,236,0,97,0.7087087087087087,241.46027410092347,67.23487769303301,0.047756350297762706,0.2386231352505258,0.38109021261048587,1815.4149154399772,0.3929,1.1639470582387108,0.6544958315092225,42362.26612907,2025-01-01 00:00:00 to 2025-12-27 10:00:00
DOT/USDT:USDT,321,0.014562584072662192,1.46,8441.790137670005,84.41790137670004,8441.79,1:06:00,240,0,81,0.7476635514018691,89.86067630901731,26.298411643831685,0.0141886988329325,0.06792650802568516,0.11973576407764153,515.6256526258373,0.1257,1.0562292879675474,0.8688483231971674,56587.30577553999,2025-01-01 00:00:00 to 2025-12-27 10:00:00
BNB/USDT:USDT,360,0.0010029893910661533,0.1,4902.289765739994,49.022897657399945,4902.29,2:14:00,240,0,120,0.6666666666666666,51.816353366332926,13.617471571500005,0.014163917514787627,0.11091376374623359,0.15073463303173465,259.3136334772324,0.1495,1.0424917525443627,1.0032693830633028,31586.7670704,2025-01-01 00:00:00 to 2025-12-27 10:00:00
